transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km,fraude
TXREF-15437,30.73,21.58,291,1,14.95,0
TXREF-15438,50.67,18.27,356,1,1.85,0
TXREF-15439,30.04,12.43,506,1,22.62,0
TXREF-15440,64.72,15.08,124,4,0.64,0
TXREF-15441,12.76,18.55,655,2,3.85,0
TXREF-15442,16.78,22.01,127,4,9.67,0
TXREF-15443,12.62,13.32,138,1,6.98,0
TXREF-15444,33.43,7.4,247,3,1.6,0
TXREF-15445,11.57,14.27,320,5,10.83,0
TXREF-15446,21.16,15.91,2504,2,76.01,0
TXREF-15447,15.68,13.81,41,2,8.18,0
TXREF-15448,101.02,11.5,1441,2,6.46,0
TXREF-15449,17.06,8.63,998,3,1.88,0
TXREF-15450,13.79,18.44,11,3,1.55,0
TXREF-15451,41.63,14.11,289,3,1.96,0
TXREF-15452,117.27,18.45,90,2,14.65,0
TXREF-15453,32.02,9.36,552,6,10.9,0
TXREF-15454,33.86,12.5,395,3,18.0,0
TXREF-15455,88.18,9.77,490,1,6.57,1
TXREF-15456,65.52,17.28,238,2,3.95,0
TXREF-15457,47.29,17.96,20,4,2.26,0
TXREF-15458,22.89,20.15,537,2,1.08,0
TXREF-15459,48.34,15.67,95,1,4.72,0
TXREF-15460,13.07,18.5,1318,4,3.21,0
TXREF-15461,22.22,15.4,258,3,47.7,0
TXREF-15462,97.58,17.65,376,1,23.6,0
TXREF-15463,88.89,14.16,435,4,2.15,0
TXREF-15464,47.7,15.98,87,3,5.38,0
TXREF-15465,8.68,20.85,524,2,0.35,0
TXREF-15466,14.59,14.7,273,1,7.79,0
TXREF-15467,21.34,14.08,5,2,9.05,0
TXREF-15468,30.76,19.09,853,2,9.52,0
TXREF-15469,14.15,13.52,394,2,13.52,0
TXREF-15470,29.16,20.67,51,2,6.44,0
TXREF-15471,124.27,23.65,1265,1,5.37,0
TXREF-15472,46.46,17.66,501,2,6.56,0
TXREF-15473,40.75,17.34,10,4,2.08,0
TXREF-15474,16.73,22.21,2354,2,5.16,0
TXREF-15475,10.7,20.82,31,2,13.34,0
TXREF-15476,14.38,14.92,283,1,3.74,0
TXREF-15477,10.39,21.27,112,2,29.02,0
TXREF-15478,36.75,21.97,63,1,5.17,0
TXREF-15479,45.9,22.21,251,3,3.74,0
TXREF-15480,17.37,8.8,337,3,2.6,0
TXREF-15481,38.73,15.47,558,2,4.55,0
TXREF-15482,100.25,20.39,290,2,2.73,0
TXREF-15483,142.53,18.36,273,1,7.91,1
TXREF-15484,60.62,18.0,596,5,11.54,0
TXREF-15485,30.7,16.69,220,2,82.16,0
TXREF-15486,59.23,12.09,446,3,2.69,0
TXREF-15487,92.14,11.6,833,2,5.65,0
TXREF-15488,8.21,17.05,111,1,10.11,0
TXREF-15489,101.2,19.27,540,4,10.24,0
TXREF-15490,23.52,17.03,233,1,10.89,0
TXREF-15491,23.68,20.21,30,2,21.88,0
TXREF-15492,26.96,15.39,892,4,3.6,0
TXREF-15493,43.84,16.58,116,4,6.31,0
TXREF-15494,15.64,14.94,32,2,12.43,0
TXREF-15495,28.36,15.82,17,3,1.02,0
TXREF-15496,50.82,18.34,19,3,3.14,0
TXREF-15497,40.75,15.01,301,4,6.63,0
TXREF-15498,45.8,17.82,271,4,15.79,0
TXREF-15499,27.57,13.87,378,1,5.19,0
TXREF-15500,57.37,14.72,249,2,9.38,0
TXREF-15501,74.49,11.71,608,2,0.63,0
TXREF-15502,71.34,10.56,980,2,2.33,0
TXREF-15503,47.36,11.61,247,1,0.99,0
TXREF-15504,68.44,9.37,123,4,7.92,0
TXREF-15505,65.18,10.3,559,4,3.6,0
TXREF-15506,239.15,22.59,45,5,13.52,0
TXREF-15507,83.68,18.72,778,2,7.23,0
TXREF-15508,32.66,15.69,21,1,4.22,0
TXREF-15509,18.06,23.66,40,2,8.76,0
TXREF-15510,28.85,8.04,360,5,10.22,0
TXREF-15511,27.42,12.72,137,1,3.81,0
TXREF-15512,50.31,21.49,325,1,9.73,0
TXREF-15513,21.03,21.16,937,4,1.84,0
TXREF-15514,82.14,14.43,92,2,8.16,0
TXREF-15515,12.8,9.29,327,2,11.42,0
TXREF-15516,10.75,20.29,10,3,5.22,0
TXREF-15517,31.59,14.27,59,2,3.72,0
TXREF-15518,18.98,13.24,969,1,1.33,0
TXREF-15519,14.07,19.04,1539,4,11.64,0
TXREF-15520,22.01,10.88,4,3,2.25,0
TXREF-15521,20.12,17.31,6,2,1.02,0
TXREF-15522,35.07,12.69,130,1,5.93,0
TXREF-15523,22.27,13.94,804,4,1.64,0
TXREF-15524,23.61,11.6,1407,4,1.31,0
TXREF-15525,34.69,11.8,216,3,12.43,0
TXREF-15526,72.26,12.6,1442,1,8.14,0
TXREF-15527,100.38,23.2,285,4,9.61,0
TXREF-15528,38.72,15.11,632,1,36.71,0
TXREF-15529,40.95,14.37,323,4,7.83,0
TXREF-15530,30.51,20.48,258,2,8.22,0
TXREF-15531,49.23,16.11,359,2,3.19,0
TXREF-15532,46.11,18.66,166,1,35.17,0
TXREF-15533,90.43,11.87,596,3,2.45,0
TXREF-15534,8.94,11.49,108,3,44.81,0
TXREF-15535,29.4,17.56,207,2,1.6,0
TXREF-15536,44.44,22.72,155,4,3.58,0
TXREF-15537,34.16,13.57,38,3,15.08,0
TXREF-15538,17.7,16.61,394,2,20.95,0
TXREF-15539,13.66,14.88,501,1,1.41,0
TXREF-15540,62.21,19.81,460,4,8.09,0
TXREF-15541,20.19,13.95,23,3,14.14,0
TXREF-15542,9.84,15.36,83,3,12.46,0
TXREF-15543,64.5,17.51,539,3,12.56,0
TXREF-15544,48.45,6.17,104,2,2.2,0
TXREF-15545,32.03,17.63,53,1,42.86,0
TXREF-15546,18.02,12.38,175,2,1.6,0
TXREF-15547,32.08,20.61,111,3,11.9,0
TXREF-15548,83.53,19.33,61,2,20.88,0
TXREF-15549,10.89,22.12,8,1,29.39,0
TXREF-15550,11.29,12.54,1245,5,25.4,0
TXREF-15551,22.15,13.82,1054,2,25.09,0
TXREF-15552,34.15,9.35,233,4,31.08,0
TXREF-15553,24.35,21.04,57,2,5.33,0
TXREF-15554,55.3,13.86,420,1,3.51,0
TXREF-15555,76.25,23.41,421,3,22.59,0
TXREF-15556,42.55,22.99,1633,3,18.02,0
TXREF-15557,52.12,18.97,201,1,13.92,0
TXREF-15558,42.35,17.02,31,3,5.97,0
TXREF-15559,35.05,18.52,444,4,0.7,0
TXREF-15560,13.72,13.67,787,1,24.61,0
TXREF-15561,16.61,19.56,882,1,10.23,0
TXREF-15562,13.16,21.69,325,2,16.45,0
TXREF-15563,31.28,12.45,923,2,4.08,0
TXREF-15564,41.15,17.57,232,1,6.33,0
TXREF-15565,12.26,18.48,394,4,3.34,0
TXREF-15566,36.68,18.99,89,2,4.46,0
TXREF-15567,18.54,17.6,601,3,7.94,0
TXREF-15568,16.12,12.15,763,2,101.77,0
TXREF-15569,22.19,12.49,23,2,0.8,0
TXREF-15570,15.54,16.3,210,2,10.87,0
TXREF-15571,53.88,10.17,480,1,49.0,0
TXREF-15572,30.85,10.35,242,2,20.87,0
TXREF-15573,62.61,22.49,46,2,37.66,1
TXREF-15574,25.3,11.0,278,1,1.03,0
TXREF-15575,26.0,16.83,709,3,2.12,0
TXREF-15576,134.13,21.63,207,4,10.87,0
TXREF-15577,10.82,12.46,937,3,78.91,0
TXREF-15578,87.78,13.38,62,5,4.2,0
TXREF-15579,114.58,21.51,649,1,1.7,0
TXREF-15580,60.42,0.28,26,2,7.49,0
TXREF-15581,27.44,21.18,115,1,13.0,0
TXREF-15582,97.26,12.36,10,3,9.64,0
TXREF-15583,27.61,10.5,531,2,18.89,0
TXREF-15584,20.94,18.4,1141,3,15.68,0
TXREF-15585,26.32,10.43,350,3,3.48,0
TXREF-15586,23.09,18.95,5,3,18.24,0
TXREF-15587,17.61,23.24,567,2,1.87,0
TXREF-15588,77.42,13.65,184,1,3.7,0
TXREF-15589,19.95,19.74,357,3,27.35,0
TXREF-15590,34.08,8.66,1317,3,1.11,0
TXREF-15591,12.31,8.52,1136,4,3.78,0
TXREF-15592,35.59,11.45,53,2,4.9,0
TXREF-15593,15.15,16.63,257,3,3.25,0
TXREF-15594,14.88,21.43,401,2,8.67,0
TXREF-15595,32.18,13.4,179,1,1.65,0
TXREF-15596,74.52,21.64,840,1,3.22,0
TXREF-15597,47.8,13.59,465,2,2.3,0
TXREF-15598,50.23,21.23,284,2,32.05,0
TXREF-15599,31.7,11.05,217,2,4.11,0
TXREF-15600,27.34,21.98,325,2,28.87,0
TXREF-15601,61.54,20.46,201,2,0.49,0
TXREF-15602,23.21,21.5,679,4,7.05,0
TXREF-15603,63.48,18.82,270,1,20.88,0
TXREF-15604,84.76,8.34,118,1,9.84,0
TXREF-15605,19.0,15.61,299,5,11.35,0
TXREF-15606,21.12,14.77,374,4,1.85,0
TXREF-15607,23.5,13.26,1542,3,5.04,0
TXREF-15608,12.11,19.0,329,4,14.03,0
TXREF-15609,24.83,22.12,963,3,11.07,0
TXREF-15610,88.86,9.36,916,3,24.32,0
TXREF-15611,16.4,14.21,282,4,8.63,0
TXREF-15612,90.39,9.82,493,6,16.17,0
TXREF-15613,25.48,14.28,241,2,29.68,0
TXREF-15614,159.51,21.16,115,3,17.96,0
TXREF-15615,21.31,19.79,1064,1,4.65,0
TXREF-15616,31.39,16.71,543,1,8.46,0
TXREF-15617,18.08,23.08,95,2,15.89,0
TXREF-15618,21.22,17.48,96,4,16.36,0
TXREF-15619,91.24,22.69,15,1,4.78,0
TXREF-15620,48.99,16.25,283,3,5.2,0
TXREF-15621,73.02,15.62,483,4,1.87,0
TXREF-15622,13.5,12.81,198,2,13.14,0
TXREF-15623,55.78,14.38,683,2,11.3,0
TXREF-15624,17.3,13.58,34,3,11.2,0
TXREF-15625,13.29,18.46,368,3,5.6,0
TXREF-15626,41.34,16.59,601,4,24.88,0
TXREF-15627,41.04,12.93,264,2,29.27,0
TXREF-15628,36.18,12.7,59,4,6.52,0
TXREF-15629,58.36,17.06,965,2,2.42,0
TXREF-15630,65.3,18.29,133,4,0.68,0
TXREF-15631,100.3,15.01,741,5,1.68,0
TXREF-15632,14.78,16.11,389,3,14.11,0
TXREF-15633,102.66,18.17,133,3,2.19,0
TXREF-15634,135.0,13.44,265,2,11.46,0
TXREF-15635,26.74,14.27,1113,2,2.01,0
TXREF-15636,10.47,15.56,567,2,1.44,0
TXREF-15637,12.86,12.63,1338,1,10.58,0
TXREF-15638,24.96,19.44,1101,3,5.26,0
TXREF-15639,148.44,22.18,354,1,3.01,0
TXREF-15640,35.24,14.2,167,3,11.95,0
TXREF-15641,22.32,20.13,2,3,39.05,0
TXREF-15642,21.25,8.04,75,2,3.15,0
TXREF-15643,13.43,14.69,72,2,5.8,0
TXREF-15644,65.35,11.89,353,3,3.45,0
TXREF-15645,32.58,14.0,453,2,10.56,0
TXREF-15646,157.89,10.14,81,2,7.33,0
TXREF-15647,54.72,12.81,451,3,3.82,0
TXREF-15648,63.28,14.08,1803,1,50.27,0
TXREF-15649,29.24,14.76,48,3,1.16,0
TXREF-15650,15.87,16.87,287,3,6.68,0
TXREF-15651,18.56,6.56,366,1,12.62,0
TXREF-15652,12.99,13.6,104,2,4.01,0
TXREF-15653,67.05,18.62,37,2,10.19,0
TXREF-15654,26.39,13.79,1070,1,9.01,0
TXREF-15655,69.12,14.1,916,2,21.74,0
TXREF-15656,38.39,11.34,2662,2,21.9,0
TXREF-15657,28.2,9.05,419,2,5.29,0
TXREF-15658,15.0,20.58,85,3,18.26,0
TXREF-15659,43.26,10.82,212,2,35.22,0
TXREF-15660,29.74,15.29,138,4,8.74,0
TXREF-15661,66.66,11.0,14,3,4.09,0
TXREF-15662,20.8,16.22,49,2,3.59,0
TXREF-15663,54.25,19.71,267,2,14.35,0
TXREF-15664,113.46,14.05,226,6,2.65,0
TXREF-15665,42.36,13.21,90,2,3.72,0
TXREF-15666,61.28,12.7,41,2,8.43,0
TXREF-15667,52.55,13.25,127,1,2.63,0
TXREF-15668,136.54,17.69,354,2,6.05,1
TXREF-15669,45.49,9.09,518,3,17.06,0
TXREF-15670,57.63,16.22,199,7,1.9,0
TXREF-15671,33.92,17.38,220,1,9.27,0
TXREF-15672,19.93,16.62,67,1,12.83,0
TXREF-15673,14.59,18.3,305,3,25.26,0
TXREF-15674,86.68,13.81,38,3,6.79,0
TXREF-15675,16.84,9.78,613,3,5.62,0
TXREF-15676,59.56,10.45,14,2,4.49,0
TXREF-15677,46.97,13.04,390,2,2.45,0
TXREF-15678,67.41,16.43,935,4,24.01,0
TXREF-15679,24.03,13.19,682,3,7.97,0
TXREF-15680,19.7,12.94,551,1,6.51,0
TXREF-15681,45.72,15.27,427,4,6.58,0
TXREF-15682,28.21,14.09,458,2,4.47,0
TXREF-15683,14.35,12.59,743,3,3.45,0
TXREF-15684,140.57,10.8,792,4,5.12,0
TXREF-15685,19.69,17.03,938,3,2.59,0
TXREF-15686,17.02,19.09,1942,1,4.96,0
TXREF-15687,29.24,10.62,340,4,3.85,0
TXREF-15688,85.8,21.93,510,1,5.19,0
TXREF-15689,7.32,22.14,736,2,1.2,0
TXREF-15690,80.83,10.36,71,4,23.79,0
TXREF-15691,18.06,15.17,165,4,6.71,0
TXREF-15692,42.12,18.42,67,6,3.99,0
TXREF-15693,21.4,18.66,107,3,3.92,0
TXREF-15694,146.08,19.69,894,4,30.92,0
TXREF-15695,38.08,18.35,476,3,3.51,0
TXREF-15696,20.91,15.68,51,1,22.22,0
TXREF-15697,28.03,10.41,126,4,3.21,0
TXREF-15698,37.13,18.97,474,1,11.99,0
TXREF-15699,39.56,20.23,165,1,12.12,0
TXREF-15700,47.75,9.19,442,3,26.59,0
TXREF-15701,34.78,19.17,275,3,8.11,0
TXREF-15702,12.92,20.54,213,2,4.41,0
TXREF-15703,27.25,12.5,200,3,22.62,0
TXREF-15704,53.88,15.31,1100,2,14.03,0
TXREF-15705,21.49,22.27,32,5,0.93,0
TXREF-15706,56.51,11.48,47,6,32.78,0
TXREF-15707,35.62,14.98,99,4,2.52,0
TXREF-15708,29.76,12.11,4,4,12.7,0
TXREF-15709,82.25,12.85,1740,3,6.48,0
TXREF-15710,9.96,9.15,255,2,0.23,0
TXREF-15711,21.41,16.09,720,2,35.51,0
TXREF-15712,84.55,9.71,166,2,18.26,1
TXREF-15713,130.01,18.93,1042,2,4.12,0
TXREF-15714,180.53,11.82,184,1,80.71,0
TXREF-15715,36.1,23.28,139,1,5.1,0
TXREF-15716,48.41,18.77,962,3,5.07,0
TXREF-15717,62.71,10.85,298,1,4.03,0
TXREF-15718,87.19,12.16,443,1,12.37,0
TXREF-15719,43.62,20.78,360,4,11.08,0
TXREF-15720,67.82,12.75,576,2,5.55,0
TXREF-15721,48.47,9.85,577,3,4.09,0
TXREF-15722,50.7,15.71,983,1,16.31,0
TXREF-15723,17.97,11.8,618,1,3.15,0
TXREF-15724,27.47,19.76,424,2,11.52,0
TXREF-15725,23.89,21.2,352,3,8.04,0
TXREF-15726,14.79,15.83,576,3,0.59,0
TXREF-15727,10.6,12.01,1185,3,6.81,0
TXREF-15728,25.66,20.14,51,2,2.33,0
TXREF-15729,28.79,17.69,281,2,7.78,0
TXREF-15730,37.55,11.74,394,2,9.16,0
TXREF-15731,51.94,12.36,359,2,24.71,0
TXREF-15732,39.86,17.2,380,3,8.96,0
TXREF-15733,28.93,22.08,622,3,9.38,0
TXREF-15734,18.01,9.19,984,5,3.09,0
TXREF-15735,65.46,10.78,797,1,4.02,0
TXREF-15736,32.35,16.23,400,3,21.48,0
TXREF-15737,25.47,10.24,836,1,3.03,0
TXREF-15738,30.44,16.58,132,2,3.54,0
TXREF-15739,20.54,20.19,422,3,5.24,0
TXREF-15740,23.76,15.19,129,6,36.85,0
TXREF-15741,23.22,11.05,95,4,2.99,0
TXREF-15742,28.31,20.0,153,2,59.4,0
TXREF-15743,55.82,23.11,99,3,33.15,0
TXREF-15744,46.67,14.32,654,4,25.21,0
TXREF-15745,106.02,15.55,1503,2,3.73,0
TXREF-15746,83.3,11.44,194,2,5.1,0
TXREF-15747,142.4,11.68,231,1,4.13,0
TXREF-15748,52.07,19.73,233,1,16.82,0
TXREF-15749,51.47,20.69,74,1,6.88,0
TXREF-15750,24.51,5.72,2,2,6.96,1
TXREF-15751,63.1,20.86,773,1,3.92,0
TXREF-15752,21.71,22.69,186,2,13.11,0
TXREF-15753,12.08,17.39,117,1,6.91,0
TXREF-15754,104.48,19.27,67,1,1.65,0
TXREF-15755,14.16,22.36,1787,3,6.43,0
TXREF-15756,47.75,16.11,31,4,2.61,0
TXREF-15757,18.47,18.05,17,3,1.31,0
TXREF-15758,78.35,15.13,74,3,0.66,0
TXREF-15759,86.43,13.4,88,2,1.38,0
TXREF-15760,50.96,15.24,110,1,30.69,0
TXREF-15761,85.4,11.66,169,1,1.78,0
TXREF-15762,35.0,20.34,276,4,11.96,0
TXREF-15763,173.92,6.35,1226,3,58.78,0
TXREF-15764,59.58,15.83,1345,2,1.92,0
TXREF-15765,18.2,15.02,2625,2,5.09,0
TXREF-15766,36.6,15.19,114,4,47.27,0
TXREF-15767,31.19,10.21,140,3,22.99,0
TXREF-15768,29.07,21.1,91,3,30.61,0
TXREF-15769,10.56,0.97,92,2,3.8,0
TXREF-15770,46.0,18.29,91,2,17.08,1
TXREF-15771,12.84,14.7,170,3,3.22,0
TXREF-15772,5.65,16.58,508,3,3.35,0
TXREF-15773,27.18,12.53,513,4,64.05,0
TXREF-15774,20.2,15.06,339,3,14.62,0
TXREF-15775,18.72,21.62,22,5,31.45,0
TXREF-15776,3.73,17.55,149,4,1.31,0
TXREF-15777,18.87,21.54,462,3,3.11,0
TXREF-15778,30.72,8.77,1117,3,1.21,0
TXREF-15779,22.05,19.02,27,2,5.52,0
TXREF-15780,46.01,21.08,16,2,48.16,1
TXREF-15781,94.89,20.09,615,1,4.71,0
TXREF-15782,50.49,14.05,1213,1,7.51,0
TXREF-15783,72.89,10.69,227,1,11.0,0
TXREF-15784,77.37,20.02,1617,3,6.7,0
TXREF-15785,16.72,13.6,684,1,6.0,0
TXREF-15786,47.76,18.73,204,1,3.52,0
TXREF-15787,71.27,12.93,1382,3,4.99,0
TXREF-15788,25.43,14.46,53,1,7.22,0
TXREF-15789,19.7,12.2,72,5,9.69,0
TXREF-15790,51.0,21.22,155,2,28.49,0
TXREF-15791,11.98,17.81,151,3,3.03,0
TXREF-15792,15.91,17.29,969,3,15.35,0
TXREF-15793,21.54,11.48,619,4,4.8,0
TXREF-15794,48.15,19.38,894,2,7.07,0
TXREF-15795,40.76,13.06,113,3,2.36,0
TXREF-15796,73.21,22.05,55,3,6.19,0
TXREF-15797,17.93,19.81,503,2,5.96,0
TXREF-15798,17.25,17.37,77,2,10.43,0
TXREF-15799,50.77,10.72,82,2,1.69,0
TXREF-15800,19.59,11.35,59,3,2.1,0
TXREF-15801,22.54,13.74,398,3,21.02,0
TXREF-15802,9.14,20.75,507,4,2.2,0
TXREF-15803,42.92,17.52,312,2,5.63,0
TXREF-15804,105.61,21.99,14,3,2.78,0
TXREF-15805,16.59,16.13,266,4,6.31,0
TXREF-15806,72.65,10.32,268,3,6.0,0
TXREF-15807,33.36,21.53,278,2,9.46,0
TXREF-15808,9.77,15.63,19,3,2.11,0
TXREF-15809,18.28,18.47,213,3,2.19,0
TXREF-15810,17.49,18.32,404,2,33.13,0
TXREF-15811,27.72,15.06,106,2,33.81,0
TXREF-15812,47.09,15.11,1325,2,1.84,0
TXREF-15813,131.79,18.31,585,2,9.22,0
TXREF-15814,12.42,8.96,790,3,1.33,0
TXREF-15815,24.56,19.85,1155,4,3.65,0
TXREF-15816,18.26,11.64,104,4,20.59,0
TXREF-15817,13.97,14.83,168,2,3.42,0
TXREF-15818,37.29,12.41,10,3,23.16,0
TXREF-15819,34.85,10.3,587,1,0.86,0
TXREF-15820,9.43,15.48,907,2,17.23,0
TXREF-15821,35.27,14.76,183,3,7.33,0
TXREF-15822,14.62,13.66,277,6,9.51,0
TXREF-15823,35.11,13.51,82,3,2.16,0
TXREF-15824,86.84,18.88,140,2,1.22,0
TXREF-15825,48.59,21.02,44,4,3.73,0
TXREF-15826,39.56,18.01,188,2,143.63,0
TXREF-15827,23.79,14.89,35,2,3.35,0
TXREF-15828,36.53,20.46,446,1,2.44,1
TXREF-15829,52.22,16.01,333,4,3.93,0
TXREF-15830,48.63,16.15,69,3,6.37,0
TXREF-15831,32.41,16.47,156,3,4.1,0
TXREF-15832,40.71,10.35,143,3,6.48,0
TXREF-15833,13.49,23.22,273,3,6.73,0
TXREF-15834,20.52,19.0,26,2,12.36,0
TXREF-15835,57.94,16.45,79,5,5.48,0
TXREF-15836,63.83,21.14,33,1,7.46,0
TXREF-15837,37.24,11.4,39,3,1.07,0
TXREF-15838,100.97,13.67,864,1,3.89,0
TXREF-15839,50.19,10.96,416,3,3.32,0
TXREF-15840,29.43,12.88,273,1,2.93,0
TXREF-15841,14.47,12.9,334,5,8.92,0
TXREF-15842,98.09,15.32,662,1,3.24,0
TXREF-15843,60.62,16.85,262,5,1.99,0
TXREF-15844,127.08,17.89,753,1,27.04,0
TXREF-15845,165.69,11.91,1093,3,4.46,0
TXREF-15846,13.78,15.15,61,6,13.54,0
TXREF-15847,13.81,10.49,910,1,3.5,0
TXREF-15848,4.43,18.47,611,1,2.41,0
TXREF-15849,67.44,14.14,537,7,1.31,0
TXREF-15850,55.85,23.27,360,2,37.05,0
TXREF-15851,37.35,15.79,334,1,12.95,0
TXREF-15852,14.4,13.5,1591,3,2.7,0
TXREF-15853,32.65,14.49,42,1,61.0,0
TXREF-15854,39.77,17.92,234,3,0.92,0
TXREF-15855,61.16,12.63,308,3,7.19,0
TXREF-15856,42.37,16.72,1354,2,1.43,0
TXREF-15857,56.14,18.62,280,3,1.67,0
TXREF-15858,31.84,20.75,534,3,0.26,0
TXREF-15859,81.51,13.4,110,2,5.41,0
TXREF-15860,54.86,10.89,210,3,9.53,0
TXREF-15861,14.81,11.73,931,1,15.95,0
TXREF-15862,94.65,19.9,386,2,10.38,0
TXREF-15863,84.13,19.29,625,3,6.71,0
TXREF-15864,48.67,21.4,1014,2,22.0,0
TXREF-15865,42.61,21.86,457,1,20.37,0
TXREF-15866,114.92,9.6,186,2,2.69,0
TXREF-15867,10.74,12.83,156,2,13.68,0
TXREF-15868,85.09,18.42,84,2,13.73,0
TXREF-15869,24.71,21.14,81,4,1.97,0
TXREF-15870,76.59,16.51,570,4,7.24,0
TXREF-15871,37.97,0.59,378,4,1.34,0
TXREF-15872,14.23,15.05,123,2,4.23,0
TXREF-15873,24.35,7.09,1,2,11.55,0
TXREF-15874,72.65,10.48,471,2,14.83,0
TXREF-15875,29.92,14.98,40,1,2.47,0
TXREF-15876,22.25,14.06,179,2,7.35,0
TXREF-15877,22.15,13.45,222,3,18.88,0
TXREF-15878,55.28,20.86,723,5,4.87,0
TXREF-15879,122.79,11.49,38,2,4.36,0
TXREF-15880,7.45,15.2,16,2,25.77,0
TXREF-15881,261.52,18.46,1335,1,12.82,0
TXREF-15882,40.31,19.54,445,1,8.2,0
TXREF-15883,52.87,21.04,90,2,0.93,0
TXREF-15884,25.43,10.94,718,2,8.05,0
TXREF-15885,34.73,21.8,843,3,4.33,0
TXREF-15886,39.99,13.0,842,2,2.33,0
TXREF-15887,16.36,20.17,481,2,6.32,0
TXREF-15888,19.49,13.74,176,3,23.53,0
TXREF-15889,81.69,13.28,273,2,62.78,0
TXREF-15890,11.39,18.65,759,1,13.74,0
TXREF-15891,47.82,18.7,749,2,2.0,0
TXREF-15892,26.66,14.4,35,4,4.09,0
TXREF-15893,17.43,22.11,344,2,3.84,0
TXREF-15894,144.0,16.16,1322,4,2.37,0
TXREF-15895,17.51,20.84,36,3,13.5,0
TXREF-15896,15.43,0.74,109,1,3.95,0
TXREF-15897,30.43,9.89,17,4,1.43,0
TXREF-15898,20.02,15.04,154,2,7.33,0
TXREF-15899,34.97,13.67,235,1,40.34,0
TXREF-15900,38.93,18.13,301,1,10.12,0
TXREF-15901,41.22,16.42,30,3,3.24,0
TXREF-15902,31.84,17.75,954,4,39.83,0
TXREF-15903,21.0,12.11,585,1,5.65,0
TXREF-15904,55.33,19.4,100,3,7.48,0
TXREF-15905,32.12,9.42,354,3,7.88,0
TXREF-15906,24.37,15.89,277,3,42.06,0
TXREF-15907,101.05,11.15,242,1,5.56,0
TXREF-15908,31.9,11.95,272,1,3.37,0
TXREF-15909,76.42,14.19,106,1,20.74,0
TXREF-15910,84.21,12.72,158,3,37.74,1
TXREF-15911,87.98,4.84,132,2,5.67,0
TXREF-15912,57.26,22.56,865,2,3.99,0
TXREF-15913,34.8,16.5,363,3,10.03,0
TXREF-15914,33.24,13.48,91,4,0.48,0
TXREF-15915,29.2,0.07,559,1,3.88,0
TXREF-15916,7.31,12.81,586,4,1.51,0
TXREF-15917,58.41,8.52,261,3,1.11,0
TXREF-15918,41.51,19.06,175,1,1.28,0
TXREF-15919,63.08,16.57,556,2,5.8,0
TXREF-15920,32.0,17.41,733,3,2.52,0
TXREF-15921,56.19,15.91,369,1,1.45,0
TXREF-15922,12.91,15.21,1562,4,6.04,0
TXREF-15923,15.0,16.5,131,2,4.87,0
TXREF-15924,5.85,16.29,81,2,9.7,0
TXREF-15925,31.6,11.49,6,1,9.92,0
TXREF-15926,19.96,14.71,450,4,4.23,0
TXREF-15927,18.17,13.05,160,1,12.57,0
TXREF-15928,44.3,13.09,75,2,3.0,0
TXREF-15929,25.63,17.65,398,1,3.98,0
TXREF-15930,12.41,19.04,448,6,6.86,0
TXREF-15931,217.51,6.49,90,2,13.43,0
TXREF-15932,33.9,13.18,147,3,4.16,0
TXREF-15933,15.96,20.64,297,4,1.22,0
TXREF-15934,21.49,17.72,378,2,20.14,0
TXREF-15935,30.73,17.37,305,3,2.56,0
TXREF-15936,30.69,4.43,878,1,11.92,0
TXREF-15937,88.9,16.63,272,4,2.18,0
TXREF-15938,32.88,17.08,103,1,0.6,0
TXREF-15939,132.39,17.47,498,5,3.85,0
TXREF-15940,25.5,13.6,359,4,14.82,0
TXREF-15941,47.32,18.9,167,6,1.55,0
TXREF-15942,72.66,21.25,435,4,4.55,0
TXREF-15943,82.31,14.32,724,2,13.11,0
TXREF-15944,89.53,15.63,398,1,9.72,0
TXREF-15945,28.62,9.43,642,1,277.23,1
TXREF-15946,34.68,12.2,588,3,12.68,0
TXREF-15947,5.84,8.59,47,3,7.92,0
TXREF-15948,30.23,13.47,93,2,4.17,0
TXREF-15949,76.38,11.47,371,3,3.17,0
TXREF-15950,66.4,14.66,961,3,6.53,0
TXREF-15951,32.71,16.03,557,1,11.76,0
TXREF-15952,118.32,18.44,189,5,1.06,0
TXREF-15953,26.4,21.46,1283,4,3.83,0
TXREF-15954,20.79,14.66,682,6,1.66,0
TXREF-15955,24.85,12.99,304,2,1.92,0
TXREF-15956,15.52,20.69,425,4,24.04,0
TXREF-15957,54.5,19.5,41,2,8.31,1
TXREF-15958,42.85,22.07,44,4,21.63,1
TXREF-15959,54.01,12.42,746,3,18.52,0
TXREF-15960,25.83,19.06,269,3,2.87,0
TXREF-15961,33.39,11.01,374,4,4.58,0
TXREF-15962,7.25,12.51,178,1,20.09,0
TXREF-15963,45.64,15.38,1358,2,1.84,0
TXREF-15964,37.38,13.6,377,3,7.07,0
TXREF-15965,15.76,7.85,37,3,3.09,0
TXREF-15966,32.29,17.16,459,1,2.95,0
TXREF-15967,28.91,19.96,51,2,7.4,0
TXREF-15968,124.0,17.78,378,2,5.78,0
TXREF-15969,16.22,17.11,1057,5,3.02,0
TXREF-15970,44.2,6.69,617,2,8.02,0
